Index;Tweet;HS;Abusive;HS_Individual;HS_Group;HS_Religion;HS_Race;HS_Physical;HS_Gender;HS_Other;HS_Weak;HS_Moderate;HS_Strong;Tweet_Parsed;HS_predict;Abusive_predict;HS_Individual_predict;HS_Group_predict;HS_Religion_predict;HS_Race_predict;HS_Physical_predict;HS_Gender_predict;HS_Other_predict;HS_Weak_predict;HS_Moderate_predict;HS_Strong_predict
1764;when your teacher is a 'sumbu pendek', tell us about how cruel america is and jewish, fck Ã°ÂÂÂ;1;1;1;0;0;0;0;0;1;1;0;0;when your teacher is a umbu pendek tell us about how cruel america is and jewish fuck ;0;1;0;0;0;0;0;0;0;0;0;0
1765;USER Demo lagi sana ke KPK, tp bawa pasukan nasi bungkus yg lebih banyak biar gak malu2in \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82';0;0;0;0;0;0;0;0;0;0;0;0;user demo lagi sana ke komisi pemberantasan korupsi tetapi bawa pasukan nasi bungkus  lebih banyak biar tidak memalukan ;1;0;0;1;0;0;0;0;1;0;0;0
1769;USER Pak USER Mahfud MD sudah berpaling dari Allah SWT Pemberang, demi bangsa ajak semua Buang Islam;1;1;0;1;1;0;0;0;0;0;0;1;user pak user mahfud md sudah berpaling dari allah subhanahu wa taala pemberang demi bangsa ajak semua buang islam;1;0;0;1;1;0;0;0;0;0;1;0
1770;The world's largest Presidential election is underway in Indonesia, across 17 000 islands, with two hundred million ellegible voters. This is the world's most complicated single day election.  USER  USER  USER #IndonesiaElection;1;0;0;1;0;0;0;0;1;0;1;0;the world largest presidential election is underway in indonesia across islands dengan dua hundred million ellegible pemilih this is the world paling complicated single day election user user user indonesia election;0;0;0;0;0;0;0;0;0;0;0;0
1771;"??? buruk sekali perilaku anda, Djan Faridz sy tak kenal dan tak pernah ketemu selama pilpres. ; ; Sutiyoso sy tau dan sy dukung dulu jd Ka BIN. ; ; Anda ngawur dlm hal ini. Tolong ganti dulu ava mu, kasian Almarhum Lopa km pake wajahnya sementara km tukan";1;0;1;0;0;0;0;0;1;1;0;0; buruk sekali perilaku kamu bermain disc jockey fariz aku tidak kenal dan tidak pernah ketemu selama pemilihan presiden sutiyoso aku tau dan aku dukung dulu jadi kakak bin kamu ngawur dalam hal ini tolong ganti dulu ava mu kasihan almarhum lopa km pakai wajahnya sementara km itukan;0;0;0;0;0;0;0;0;0;0;0;0
1772;JANJI DPR!! BULLSHIT MY FRIEND!!!  USER;1;1;0;1;0;0;0;0;1;0;1;0;janji dewan perwakilan rakyat bullshit my friend user;1;1;0;1;0;0;0;0;1;0;0;0
1774;#catat!Terimakasih sudah menjadi orang idiot pertama dan terakhir yang membuka hatiku utk mengerti apa itu persahabatan';0;1;0;0;0;0;0;0;0;0;0;0; catat terima kasih sudah menjadi orang idiot pertama dan terakhir  membuka hatiku untuk mengerti apa itu persahabatan ;0;0;0;0;0;0;0;0;0;0;0;0
1776;"""I'm A Muslim, I Respect Sunnahh""
But You Are Doing The Things The Prophet Never Did.  

Okay o Sheikh Munafik";1;0;1;0;1;0;0;0;0;1;0;0;i sama a muslim i respect sunnahh but you are doing the berpikir the prophet never did ok o syekh munafik;0;0;0;0;0;0;0;0;0;0;0;0
1777;"Only stupid people who want to be fooled and impoverished still believe in political parties that are in power by destroying law, economics and democracy.
#JagaDanKawalAnies
Democracy in Indonesia decays & will die slowly. 
Cc.
 USER
 USER
 USER
 USER
 USER pic.twitter.com/bBSmQdswf4";1;1;0;1;0;0;0;0;1;0;1;0;only bodoh people who want to be fooled and impoverished still believe in politik parties that are in power by destroying law ekonomi and democracy jaga dan kawal anies democracy in indonesia decays will dia slowly cc user user user user user ;0;0;0;0;0;0;0;0;0;0;0;0
1780;That man is rude as fuck! Bangsat luuu,,,,;1;1;1;0;0;0;0;0;1;1;0;0;that man is rude as fuck bangsat kamu ;0;1;0;0;0;0;0;0;0;0;0;0
1781;USER Itu mantan penyanyi cilik yang gembrot n jelek banget itu ya klu tidak salah eh ternyata gedenya jadi cebong juga kasian deh kamu bakalan kagak ada yang milih calon SJ sombong jelas orang kagak pernah sujud ! TENGGELAMKAN';1;1;1;0;0;0;1;0;0;0;0;1;user itu mantan penyanyi kecil  gembrot dan jelek banget itu  klu tidak salah  ternyata gedenya jadi kecebong juga kasihan  kamu akan tidak ada  memilih calon saja sombong jelas orang tidak pernah sujud tenggelamkan ;1;1;0;0;0;0;0;0;1;0;0;0
1782;"USER USER USER USER USER wuih.. paham betul Jawa Timur..; kok ndak jadi penasehat gubernur toh mas.. kok malah mburuh pabrik..; eman2 potensimu mas..#eh";1;0;1;0;0;0;0;0;1;1;0;0;user user user user user  paham benar jawa timur  tidak jadi penasehat gubernur  mas  malah buruh pabrik sayang potensimu mas ;0;0;0;0;0;0;0;0;0;0;0;0
1783;USER USER USER USER USER USER USER USER Bgni sj mslh TKA ilegal asal china semua sdh jelas n faktual mau bukti aplgie n sdh dbhas URL ini jelas pmrintah g brniat slesaikan..;1;0;1;0;0;0;0;0;1;1;0;0;user user user user user user user user begini saja masalah tenaga kerja asing ilegal asal cina semua sudah jelas dan faktual mau bukti apa lagi dan sudah dibahas url ini jelas pemerintah tidak berniat selesaikan ;0;0;0;0;0;0;0;0;0;0;0;0
1790;Semoga Panglima TNI bisa menyelamatkan NKRI dari para penjual aset negara dan dari antek-antek komunis;1;0;0;1;0;1;0;0;0;0;1;0;semoga panglima tentara nasional indonesia bisa menyelamatkan negara kesatuan republik indonesia dari para penjual aset negara dan dari antek antek komunis;1;0;0;1;0;0;0;0;0;0;0;0
1791;USER USER Lu gak bakal tau juga susih, actress china namanya Mingmukedaisi Kuerban. Bingung kan lu wkwk';0;0;0;0;0;0;0;0;0;0;0;0;user user kamu tidak bakal tau juga susah actress cina namanya mingmukedaisi kurban bingung  kamu  ;1;1;1;0;0;0;0;0;0;1;0;0
1795;Gak usah ngomong lah Joko. Beras saja import. URL;1;0;1;0;0;0;0;0;1;1;0;0;tidak usah bicara  joko beras saja impor url;1;0;1;0;0;0;0;0;0;1;0;0
1800;"Share your country's experience.
#WorkpointSHORTs >>  https://www.facebook.com/WorkpointNews/videos/499905020378781ÃÂ Ã¢ÂÂ¦ Ã¢ÂÂ¦
#ASEAN  USER #ShameOnYouMalaysia #SEAGames2017 #Malaysia Ã°ÂÂÂÃ°ÂÂÂ pic.twitter.com/J9Ik1fVbb0";0;0;0;0;0;0;0;0;0;0;0;0;bagikan your country experience work point shorts asean user shame on you malaysia sea games malaysia ;1;0;0;0;0;0;0;0;0;0;0;0
1801;USER Tai kucing, cina mulai intervensi wilayah kalimantan, hati Hati gara gara ahok simulut jamban';1;1;0;1;0;1;0;0;0;0;1;0;user tai kucing cina mulai intervensi wilayah kalimantan hati hati gara gara ahok si mulut jamban ;1;1;0;0;0;0;0;0;0;0;0;0
1802;RT USER: USER Oh ternyata kesibukan bertambah promosi hoax\nKampret laah\nIni nomor 0856 bisa di daftar ke USER ga\nBiar ga p\xe2\x80\xa6';1;1;0;1;0;0;0;0;1;0;1;0;rt user user  ternyata kesibukan bertambah promosi hoaks kampret  ini nomor bisa di daftar ke user tidak biar tidak p ;1;1;0;0;0;0;0;0;1;0;0;0
1805;RT USER USER Karna mreka yakin bila melawan lg PS akan kmbali kalah lawan JKW.;1;0;1;0;0;0;0;0;1;1;0;0;rt user user karena mereka yakin bila melawan lagi play station akan kembali kalah lawan jokowi ;1;0;1;0;0;0;0;0;1;0;0;0
1806;USER Kacau ini era. Kacau lagi yg sdh pd tau tapi diam krna sdh kontrak jadi jongos asing aseng. #Naked';1;1;0;1;0;0;0;0;1;0;1;0;user kacau ini era kacau lagi  sudah pada tau tapi diam karena sudah kontrak jadi jongos asing asing naked ;1;0;0;0;0;0;0;0;0;0;0;0
1812;USER Hmmmm somi mencium bau bau bangkai :(';0;0;0;0;0;0;0;0;0;0;0;0;user  somi mencium bau bau bangkai ;0;1;0;0;0;0;0;0;0;0;0;0
1813;USER USER USER USER USER USER USER USER USER USER USER Biasa.. bani coli, ngga beda jauh sm junjungan dan kawan2nya.. haha';1;1;0;1;0;0;0;1;0;0;1;0;user user user user user user user user user user user biasa bani coli tidak beda jauh sama junjungan dan kawan kawannya  ;1;0;0;1;0;0;0;0;0;0;1;0
1824;Berbanding lurus dengan kebijakan rezim ini bermesraan dg cina produsen terbesar narkotika yg masuk ke Indonesia URL;1;0;0;1;0;1;0;0;0;0;1;0;berbanding lurus dengan kebijakan rezim ini bermesraan dengan cina produsen terbesar narkotika  masuk ke indonesia url;1;0;0;1;0;0;0;0;0;0;1;0
1826;Woohoo, lumayan juga ternyata wifi di rumah nih~ \npenolong saat kuota habis sebekum waktunya.. kampret nih tri~ \xf0\x9f\x98\xaa URL;1;1;0;1;0;0;0;0;1;0;1;0; lumayan juga ternyata wifi di rumah nih penolong saat kuota habis sebelum waktunya kampret nih tri url;1;1;0;0;0;0;0;0;0;0;0;0
1827;USER diem setan';1;1;1;0;0;0;0;0;1;1;0;0;user diam setan ;0;1;0;0;0;0;0;0;1;0;0;0
1833;"USER USER USER Ga usah sok ngomong ekonomi dah; Kl bos kalian aja masih nunggak gaji karyawan, buat ngangkut kader ketempat acara ga mampu bayar carteran angkot, si USER bayar listrik pun nunggak; Beresin dulu ekonomi kalian; Ekonom";0;0;0;0;0;0;0;0;0;0;0;0;user user user tidak usah sok bicara ekonomi sudah kalau bos kalian saja masih menunggak gaji karyawan buat mengangkut kader ke tempat acara tidak mampu bayar carteran angkutan kota  user bayar listrik  menunggak bereskan dulu ekonomi kalian ekonom;1;0;0;0;0;0;0;0;0;0;0;0
1834;USER Yg salah cuma kaum cebong...lah situ kaum cebong bukan';1;1;1;0;0;0;0;0;1;1;0;0;user  salah hanya kaum kecebong  kamu kaum kecebong bukan ;1;1;0;1;0;0;0;0;1;0;0;0
1835;Diem-diem bae, Rupiah makin nyungsep atas dolar. sudah tembus Rp. 14.441 aja. Sebenernya gua malah seneng kalo langsung tembus 16 ribu. biar cepet lengser ni rezim kodok!';1;1;1;0;0;0;0;0;1;1;0;0;diam diam saja rupiah semakin nyungsep atas dolar sudah tembus rupiah saja sebenarnya aku malah senang kalau langsung tembus ribu biar cepat lengser nih rezim kodok ;0;0;0;0;0;0;0;0;0;0;0;0
1838;USER USER Bbb for bukan bangsad biasa';0;1;0;0;0;0;0;0;0;0;0;0;user user bbb for bukan bangsat biasa ;1;1;1;0;0;0;0;0;1;1;0;0
1839;Kau tahu kenapa kebanyakan orang menganggap kecantikan seorang wanita lebih penting di banding perangai yang baik? Karena di dunia ini, lelaki bodoh lebih banyak jumlahnya di banding lelaki buta. *nasihat orang tua dulu';0;0;0;0;0;0;0;0;0;0;0;0;kamu tahu kenapa kebanyakan orang menganggap kecantikan seorang wanita lebih penting di banding perangai  baik karena di dunia ini lelaki bodoh lebih banyak jumlahnya di banding lelaki buta nasehat orang tua dulu ;0;1;0;0;0;0;0;0;0;0;0;0
1842;As one of Muslim majority country in the world, we never abuse minority instead we did give them the same rights! This current regime extremely corrupts and backing up by his supporters. #TheGreatCampaignOfPrabowo #2019GantiPresiden;1;0;0;1;0;0;0;0;1;0;1;0;as one of muslim mayoritas country in the world we never abuse minoritas instead we did give them the sama rights this current regime extremely corrupts and backing up by his supporters the great campaign of prabowo ganti presiden;0;0;0;0;0;0;0;0;0;0;0;0
1843;Jokowi harus segera di lengserkan dan di ganti oleh Ahmad Heryawan. Cebong jgn nyolot, saya Hanya Beri Contoh lo;1;1;1;0;0;0;0;0;1;0;0;1;jokowi harus segera di lengserkan dan di ganti oleh ahmad heryawan kecebong jangan solot saya cuma beri contoh kamu;1;1;1;0;0;0;0;0;1;0;0;0
1845;USER USER USER Ditanya siapa gantinya presiden, celeng lansung klojota\nGak salah rockygering bilang celeng dungu stabil.';1;1;0;1;0;0;0;0;1;0;1;0;user user user ditanya siapa gantinya presiden celeng langsung kelojotan tidak salah rocky gerung bilang celeng dungu stabil ;1;1;1;0;0;0;0;0;1;1;0;0
1846;USER USER USER Ga sembuh sembuh dungu nya mereka Kanda USER \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82';1;1;0;1;0;0;0;0;1;0;1;0;user user user tidak sembuh sembuh dungu  mereka kanda user ;1;1;0;0;0;0;0;0;1;0;0;0
1849;USER USER USER Wajah anak lo Kliatan Bgt ya!! Penuh dendam dan kebencian! Pasti anak anak lo makan dari hasil uang haram. Bapaknya kayak lo!! Banci dan rumpi!!! Lo ngatain gue makan tai?? Nah lo dan istri serta anak anak dan ortu lo makan bangke uang haram;1;1;0;1;0;0;0;1;0;0;1;0;user user user wajah anak kamu kelihatan banget  penuh dendam dan kebencian pasti anak anak kamu makan dari hasil duit haram bapaknya kayak kamu banci dan rumpi kamu memaki aku makan tai  kamu dan istri serta anak anak dan orang tua kamu makan bangkai duit haram;1;1;0;0;0;0;0;0;0;0;0;0
1854;USER Mana aku tahu, aku kan cebong..';0;0;0;0;0;0;0;0;0;0;0;0;user mana aku tahu aku  kecebong ;1;1;0;0;0;0;0;0;1;0;0;0
1856;USER WKWKWKWKWKKWKWKW GEBLEK BGT';1;1;1;0;0;0;0;0;1;1;0;0;user  geblek banget ;0;1;0;0;0;0;0;0;0;0;0;0
1857;USER Si BEJAT CABUL yg KRIMINAL ngoceh kriminalisasi ulama.\nDasar munafik';1;1;1;0;0;0;0;1;0;1;0;0;user  bejat cabul  kriminal mengoceh kriminalisasi ulama dasar munafik ;1;1;1;0;0;0;0;0;0;1;0;0
1865;Mr. President  USER please don't show us another bullshit.;1;1;1;0;0;0;0;0;1;1;0;0;mr presiden user please do not show us another bullshit ;1;1;0;0;0;0;0;0;1;0;0;0
1867;Don't have kampungan face la, but you look so much like that kid. Did you got any kecebong?;1;0;1;0;0;0;1;0;0;1;0;0;do not have kampungan face  but you look so much like that kid did you got any kecebong ;1;1;0;0;0;0;0;0;1;0;0;0
1872;Ok kalo bgt kita usir minoritas umat budha di indonesia kita barter sama umat Islam nya. USER USER USER USER;1;0;0;1;1;0;0;0;0;0;0;1;oke kalau banget kita usir minoritas umat buddha di indonesia kita barter sama umat islam  user user user user;1;0;0;1;1;0;0;0;0;0;0;0
1873;RT USER Usir aja duta besarnya Negara yg Kristen aja udah putus hubungan diplomatik.;1;0;1;0;1;0;0;0;0;0;0;1;rt user usir saja duta besarnya negara  kristen saja sudah putus hubungan diplomatik ;1;0;0;1;0;0;0;0;0;0;0;0
1879;USER Ayo mana si tua bangke dan pendukung kampretnya...';1;1;0;1;0;0;0;0;1;0;1;0;user ayo mana  tua bangkai dan pendukung kampretnya ;1;0;0;1;0;0;0;0;0;0;1;0
1881;""" USER: Quote tweet then maki orang ? hackers ? what the fuck *tenetnetnettenet*"" bangsat,,,,";0;1;0;0;0;0;0;0;0;0;0;0; user kutipan twit then maki orang hackers apa the fuck  bangsat ;1;1;0;0;0;0;0;0;1;0;0;0
1882;FUCK YOU  ISRAIL...YAHUDI...BANGSAT  http://fb.me/1hpG2Ofz8ÃÂ ;1;1;0;1;1;0;0;0;0;0;1;0;fuck you izrail yahudi bangsat ;1;1;0;0;1;0;0;0;0;0;0;0
1883;USER USER Gerombolan pks masih bisa booking pecun di hotel travel, fashion hotel dan area sekitar gunung sahari plus mabes dan sekitarnya. Aleksis mah cuma tumbal buat pencitraan sisanya di amankan sama wan abud';0;1;0;0;0;0;0;0;0;0;0;0;user user gerombolan partai keadilan sejahtera masih bisa booking pecun di hotel travel fashion hotel dan area sekitar gunung sahari plus markas besar dan sekitarnya alexis  hanya tumbal buat pencitraan sisanya di amankan sama wan abud ;1;0;0;0;0;0;0;0;1;0;0;0
1884;Lbh percaya perusahaan asing drpd media lokal.. Dasar antek asing ente Om USER..;1;0;1;0;0;0;0;0;1;1;0;0;lebih percaya perusahaan asing daripada media lokal dasar antek asing kamu om user ;1;0;1;0;0;0;0;0;0;1;0;0
1885;USER USER ASTAGA BOLOT BANGET DIA';1;1;1;0;0;0;1;0;0;1;0;0;user user astaga bolot banget dia ;0;1;0;0;0;0;0;0;0;0;0;0
1887;USER Najis not wkwk';0;1;0;0;0;0;0;0;0;0;0;0;user najis not  ;1;1;0;0;0;0;0;0;1;0;0;0
1890;Persetan dengan bocah kntl yg so kerad kecewa sekolah ganti nama \xf0\x9f\x98\x92\xf0\x9f\x98\x92 so pemes lu tong,biar apa coba.\n\nSekola lu kerjaannya cuma Pacaran,tidur sama jajan aja so so an bilang harga diri \xf0\x9f\x98\x92';1;1;1;0;0;0;0;1;0;1;0;0;persetan dengan bocah kontol  so kerad kecewa sekolah ganti nama so pemes kamu tong biar apa coba sekolah kamu kerjaannya hanya pacaran tidur sama jajan saja so so an bilang harga diri ;1;1;0;0;0;0;0;0;0;0;0;0
1892;next time pls understand the tweet before you say ngentat ngentot to others okay. it makes you looks so gross and uneducated. jan jadi sumbu pendek pls mba. jan gampang tersulut esmosi :) sekian dan terima cash;1;1;1;0;0;0;0;0;1;1;0;0;next time tolong understand the twit sebelum you say ngentot ngentot to others ok it makes you looks so gross and uneducated jangan jadi sumbu pendek tolong mbak jangan mudah tersulut emosi sekian dan terima cash;0;1;0;0;0;0;0;0;0;0;0;0
1893;Umpire pretended not report foul to MAS charging foul!!! Shit!!! #Football #SEAGames2017 #ShameOnYouMalaysia  https://twitter.com/_SKCS_/status/902517365123854336ÃÂ Ã¢ÂÂ¦;0;1;0;0;0;0;0;0;0;0;0;0;umpire pretended not laporan foul to mas charging foul shit football sea games shame on you malaysia ;0;0;0;0;0;0;0;0;0;0;0;0
1898;USER USER \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 Bilangnya anti ASING, ASENG, ASONG dan KOFAR, KAFIR, KAMPRETTTT.Ternyata manusia MUNA... semua kalian,USER doyan juga rupanya sama ASENG sampe import bawang puti;1;1;0;1;0;0;0;0;1;0;1;0;user user bilangnya anti asing asing asong dan kafir kafir kampret ternyata manusia munafik semua kalian user suka juga rupanya sama asing sampai impor bawang puti;1;1;0;0;0;0;0;0;0;0;0;0
1900;I fully respect those who admit that #PrabowoGila;1;1;0;1;0;0;0;0;1;0;1;0;i fully respect those who admit that prabowo gila;0;1;0;0;0;0;0;0;0;0;0;0
1901;"Zaman Now agalanya jelas dan data sdh jelas. Jika klaimnya benar kasi Ã°???. Jika klaimnya tdk benar. Gak usah repot, JANGAN GANTI PRESIDEN 2019.; Ntar jg ketauan makhluk2 yg jago mlintir fakta. ; Haizz...hidup kog nyari penderitaan. Kerja woi..biar dapur bs n";0;0;0;0;0;0;0;0;0;0;0;0;zaman now segalanya jelas dan data sudah jelas jika klaimnya benar kasih jika klaimnya tidak benar tidak usah repot jangan ganti presiden nanti juga ketahuan makhluk makhluk  jago melintir fakta  hidup  mencari penderitaan kerja  biar dapur bisa dan;1;0;0;0;0;0;0;0;0;0;0;0
1902;Gue mau nonton brodus cina kali ya soalnya ganteng banget ya Allah ciptaan-Mu :(';0;0;0;0;0;0;0;0;0;0;0;0;aku mau menonton brodus cina kali  soalnya ganteng banget  allah ciptaan mu ;0;1;0;0;0;0;0;0;0;0;0;0
1903; USER Players nampak mcm not giving a fuck at all. Celaka. Top 4 still reachable tp main mcm ni bangsat do,,,,;1;1;1;0;0;0;0;0;1;1;0;0; user players menampak macam not giving a fuck at all celaka top still reachable tetapi main macam nih bangsat do ;1;1;0;0;0;0;0;0;0;0;0;0
1906;USER USER USER Napi ya napi..gak beda ya...jangan tolol sok bela penista agama...statusnya sama dengan napi lain bong..!!hehe';1;1;0;1;1;0;0;0;0;0;1;0;user user user napi  napi tidak beda  jangan tolol sok bela penista agama statusnya sama dengan napi lain kecebong  ;1;1;1;0;0;0;0;0;1;1;0;0
1916;If  USER won't say sorry that's mean you allow those criminal did that. You are Muslim, right? How poor you allow it just for your FUCKING JOB? #ShameOnYouSaddiq #ShameOnYouSyedSaddiq #ShameOnYouMalaysia #GanyangMalaysia  USER https://twitter.com/CNNIndonesia/status/1197687947463495680ÃÂ Ã¢ÂÂ¦;1;1;1;0;0;0;0;0;1;1;0;0;if user  not say maaf that mean you allow those criminal did that you are muslim right how poor you allow it just for your fuck job shame on you saddiq shame on you syed saddiq shame on you malaysia ganyang malaysia user ;1;1;0;0;0;0;0;0;1;0;0;0
1920;FPI and HTI give Islam a bad name. If you want to know the peaceful face of Islam, and people who practice the peaceful teachings of Islam, try Nahdlatul Ulama. That's all I know.;1;0;0;1;1;0;0;0;0;0;1;0;front pembela islam and hizbut tahrir indonesia give islam a bad nama if you want to know the peaceful face of islam and people who practice the peaceful teachings of islam try nahdlatul ulama that all i know ;0;0;0;0;0;0;0;0;0;0;0;0
1922;masih adakah anak rp yang dongo:)?';0;1;0;0;0;0;0;0;0;0;0;0;masih adakah anak rupiah  dungu ;1;1;0;0;0;0;0;0;0;0;0;0
1924;USER USER USER USER USER USER USER Hihihi..cebong rasa kampret tu gue kira cuma ada dlm dongeng.\nRupanya....\xf0\x9f\x98\x82';1;1;0;1;0;0;0;0;1;0;1;0;user user user user user user user  kecebong rasa kampret itu aku kira hanya ada dalam dongeng rupanya ;1;1;0;0;0;0;0;0;1;0;0;0
1925;RT USER Ternyata indonesia sdah jd anggota negara persemakmuran Cina. Iya yg makmur cinanya;1;0;0;1;0;1;0;0;0;0;1;0;rt user ternyata indonesia sudah jadi anggota negara persemakmuran cina iya  makmur cinanya;1;0;0;1;0;1;0;0;0;0;0;0
1927;The Malay gymnasts can only get this score only today coz they'll never be able to get this anywhere else #ShameOnYouMalaysia #Ã Â¸ÂÃ Â¸ÂµÃ Â¹ÂÃ Â¸ÂÃ Â¸Â¡Ã Â¸ÂªÃ Â¹Â2017;1;0;0;1;0;0;0;0;1;0;1;0;the malaysia gymnastic can only get this score only today because they ll never be able to get this anywhere else shame on you malaysia ;0;0;0;0;0;0;0;0;0;0;0;0
1928;RT USER lengkap sudah tim anies sandi Ada kasus pencabulan ada kasus makar;1;0;1;0;0;0;0;1;0;1;0;0;rt user lengkap sudah tim anies sandi ada kasus pencabulan ada kasus makar;1;0;1;0;0;0;0;0;1;1;0;0
1929;Mirip adegan film G.30S-PKI. perlu di catat bhw rezim ini adlh rezim anti Islam. URL;1;0;0;1;1;0;0;0;0;0;1;0;mirip adegan film tidak tiga puluh detik partai komunis indonesia perlu di catat bahwa rezim ini adalah rezim anti islam url;1;0;0;0;0;0;0;0;0;0;0;0
1930;He text me just to say 'fuck' to me? Kampret bangsat,,,,;1;1;1;0;0;0;0;0;1;1;0;0;he text me just to say fuck to me kampret bangsat ;0;1;0;0;0;0;0;0;0;0;0;0
1932;USER USER masihkan akan berbaik hati dgn TKA? Istighfar paaak, sebelum rakyat tak mampu lagi bersabar! URL;1;0;1;0;0;0;0;0;1;1;0;0;user user masihkan akan berbaik hati dengan tenaga kerja asing istigfar pak sebelum rakyat tidak mampu lagi bersabar url;1;0;0;0;0;0;0;0;0;0;0;0
1933;USER Udh Tambah Susah Nyari Kerja, Tapi TKA CiNa Bebas Masuk. Di Tambah PHK Di Berbagai Tempat. #2019GantiPresiden';0;0;0;0;0;0;0;0;0;0;0;0;user sudah tambah susah mencari kerja tapi tenaga kerja asing cina bebas masuk di tambah pemutusan hubungan kerja di berbagai tempat ganti presiden ;1;0;0;0;0;0;0;0;1;0;0;0
1935;Soal Ujian Sekolah SD Pendidikan Agama Islam (PAI);0;0;0;0;0;0;0;0;0;0;0;0;soal ujian sekolah sekolah dasar pendidikan agama islam pai ;1;0;0;0;0;0;0;0;0;0;0;0
1936;Eh fuck you la bangsat, complain about me la. Mention my name to the management. Let them check the CCTV, let them see themselves. See whether or not my body language was rude as what this fucking bitch said. Sampai mati aku takkan maafkan hg la paria.,,,,;1;1;1;0;0;0;0;0;1;1;0;0; fuck you  bangsat complain about me  mention my nama to the manajemen let them check the cctv let them see themselves see whether orang not my body language was rude as apa this fuck bitch said sampai mati aku tidak akan maafkan hg  paria ;0;1;0;0;0;0;0;0;0;0;0;0
1938;Officially broken-hearted, like really you just tore me apart into pieces, jonghyun. I used to be so proud that we share the same sign, even the same birthday.........The first guy that caught my eyes in codename. ANJING LO BERENGSEK;1;1;1;0;0;0;0;0;1;1;0;0;officially broken hearted like really you just tore me apart into pieces jonghyun i used to be so proud that we bagikan the sama sign even the sama birthday the first guy that caught my eyes in codename anjing kamu berengsek;0;1;0;0;0;0;0;0;0;0;0;0
1942;Why Malaysian is hurt when they see #ShameOnYouMalaysia ? haha;0;0;0;0;0;0;0;0;0;0;0;0;kenapa malaysian is hurt when they see shame on you malaysia ;1;0;0;1;0;0;0;0;1;0;1;0
1943;"USER Sebelum teriak Bela Agama harusnya bersih dulu dari korupsi dan nilep uang orang dooong; ; Ã°???Ã°???Ã°???; ;";0;0;0;0;0;0;0;0;0;0;0;0;user sebelum teriak bela agama harusnya bersih dulu dari korupsi dan menilap duit orang  ;1;0;0;0;0;0;0;0;0;0;0;0
1947;USER USER USER alaaa bodoh aseng ni. \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82';1;1;1;0;0;0;0;0;1;1;0;0;user user user  bodoh asing nih ;0;1;0;0;0;0;0;0;0;0;0;0
1948;66. najis minta bgt gua kepruk ya lu gov';1;1;1;0;0;0;0;0;1;1;0;0; najis meminta banget aku kepruk  kamu government ;0;1;0;0;0;0;0;0;0;0;0;0
1951;Some women activists, Muslim feminists supported FPI-HTI-backed Anies camp. What election means for Indonesian women  http://indonesiaatmelbourne.unimelb.edu.au/islamists-have-been-boosted-by-the-jakarta-election-what-does-this-mean-for-the-womens-movement/ÃÂ Ã¢ÂÂ¦;0;0;0;0;0;0;0;0;0;0;0;0;some women activists muslim feminists supported front pembela islam hizbut tahrir indonesia backed anies camp apa election means for indonesian women ;1;0;0;0;0;0;0;0;0;0;0;0
1952;USER Blm jd gub aja sdh nabrak etika, gmn kl menjabat? Emg yg lantik dia kl jd gub dukun ya ato capres? Kl ga seneng sm presiden yg menjabat ya jgn mau dilantik sm beliau jd jgn jd cagub skr, ntar aja kl yg dia dukung sdh jd presiden br nyagub..';1;0;1;0;0;0;0;0;1;1;0;0;user belum jadi gubernur saja sudah menabrak etika bagaimana kalau menjabat memang  lantik dia kalau jadi gubernur dukun  atau calon presiden kalau tidak senang sama presiden  menjabat  jangan mau dilantik sama dia jadi jangan jadi calon gubernur sekarang nanti saja kalau  dia dukung sudah jadi presiden baru mencalonkan gubernur ;0;0;0;0;0;0;0;0;0;0;0;0
1956;You Israeli be are the monsters for this world even for Christians too, If someone asked me about Setan! I would definitely show Israeli PM pic Ã°ÂÂÂ¡ #Israel #Iranattack;1;1;0;1;0;1;0;0;0;0;1;0;you israeli be are the monsters for this world even for christians too if someone asked me about setan i would definetly show israeli pm pic israel iran attack;1;1;0;0;0;0;0;0;1;0;0;0
1960;USER USER USER USER Blangko lg dipake TKA China.';0;0;0;0;0;0;0;0;0;0;0;0;user user user user blangko lagi dipakai tenaga kerja asing cina ;1;0;0;0;0;0;0;0;0;0;0;0
1961;Seluruh Masyarakat NTT: Turunkan Setya Novanto dari Ketua dan Pecat dari DPR RI, Rakyat NTT har?;1;0;1;0;0;0;0;0;1;1;0;0;seluruh masyarakat ntt turunkan setya novanto dari ketua dan pecat dari dewan perwakilan rakyat republik indonesia rakyat ntt har ;1;0;1;0;0;0;0;0;1;0;0;0
1964;#ShameOnYouMalaysia Malaysia you ugly;1;1;0;1;0;0;1;0;0;0;1;0; shame on you malaysia malaysia you ugly;1;0;0;0;0;0;0;0;1;0;0;0
